,text,target
3317,ইন্দুরের গু হাজির,1
3318,থার্ড ক্লাস পোলাপান,1
3319,খানকির পুলা তুই তোর মায়রে বুকে নিয়া খুব মোডে আছস।,1
3320,নিচে কি ল্যাংটা?,1
3321,মুখটা একদম কুত্তার পাছার মত লাগতেছে..,1
3322,২ বোকাচোদা,1
3323,তুই কি বোদার পোলা লাল টুপিই খালি পড়স,1
3324,আরিপের নতুন চুদানি,1
3325,দুই গে এক সাথে,1
3326,দেখ কি মাল।,1
3327,খানকির পুলা তরে পুরাই হিজ্রা লাগতাছে,1
3328,আইচ্ছা তোর কি লজ্জা সরম বলতে কিছু নাই। মানুষের এতো চুদানি কাচ কেমনে। গাদারে ও যদি এরকম গালি দিতো। নিরগাদ ও নিজের বিচি নিজে চাপ দিয়া মইরা যাইতো,1
3329,হালার্পো হালা তরা দুই বইনে মিল্লা কার মেশিন চুইষতে চুইষতে রক্ত বাইর কইরা ফালাইছস?? ঠোঁটে ত রক্ত লাইগা আছে এখনো,1
3330,"ওব্বাবা কি ক্যাপশন দিছে হিজ্রা হালায়, রুমের ভিত্রে সানগ্লাস লাগায়া বস্তি গিরি করা বন্ধ কর গোবরের বাচ্চা",1
3331,মাগার চেয়ে মাগি লম্বা,1
3332,"ভাউ, কারো কাছে নকিয়া ব্যান্ডের একখানা আইফোন হবে? 
হ্লার পশ্চাৎদেশে হান্দাইতাম!!",1
3333,দেখুন কিভাবে এক হিজড়াকে হাতিয়ে দিল আরেক হিজড়া,1
3334,গুলিস্থানের ফুটপাথে নতুন ঘড়ির স্টাইলের আয়না আসছে! শুধু মাত্র হিজড়াদের মোচ দেখার জন্য! #আরিপা নামের এই মো'চালা হিজড়ার জন্য লাইক হপে না ফ্রান্স??,1
3335,"ভাই, লোকে তো হাসবই। তর মত নাখের নিচে বালওয়ালা মাদারী যে তাবিজ্জার বউ হেইডা সবাই জানে। সুতরাং সিংগেল কইলে হাসব না তো কি তর পাছায় কিলাইব? আর তোর সাথে এইডা কে? তর সতীন না কি?",1
3336,আর তুই ভার্জিন হয়েই মরবি বাল,1
3337,"তোর মত হিজরার পিছনে কে যে টাকা খরচ করে, ও পাডার বাচ্চারে পাইলে জুতা দিয়া দিতাম।",1
3338," কারো কাছে চিকন পিনের চাজর্ার হবে ??
নটির পোলার পুটকিতে দিতাম",1
3339,জুতার ফিতা দিয়া বাইন্দা পিডাইতে মন চায়,1
3340,"আর জাতি জখন বলে তুই হিজরা,
তখন জনগন হাসাহাসি করে",1
3341,কিরে হিজড়া তুই এবার হাত কোথায় রাখছস? এবার হাত কি মেইন জায়গাতে দিলি?,1
3342,মাগিগো লগে পুকু পুকু করলেই হিরো হওয়াযায়না . আরিফ মাদারি,1
3343,দুই হিজরা একসাথে ফুডু তুলেছে,1
3344,হিজডা কখনো মিঙ্গেল হয়?,1
3345,খানকিরপুলায় আসলেই এইটা আস্ত জাউরার ঘরে জাউরা,1
3346,তুইতো দিনে দিনে জনি সিন্স এর ছুডো ভাই হোয়ে জাইতেছোস,1
3347,তুই একটা ছুতমারানি,1
3348,দুচে দিলো রে দুচে দিলো,1
3349,ভাই তোরে পুরাই আবাল লাগতাছে,1
3350,শালার চেহারা দেইখা খালি বান্দরের আর শিম্পাঞ্জির কথা মনে হইতাছে!,1
3351,তোরে দেখলে মানষ হাসাহাসি করবই কারণ হিজরার কি আবার বউ থাকে নাকি,1
3352,তুই একটা সাচ্চা চুতমারানি,1
3353,"মাদারচোদ, শালায় চেহারাটা দেখলেই বিরক্ত মনে হয়",1
3354,হিজরা অারিফা,1
3355,লুল মারকা আবুল,1
3356,"তুই যে ছাগল, সেটাও তো তুই বিশ্বাস করসনা।",1
3357,লেংটা হইয়া কবে ছবি আপ দিবি মাদারচোদ!!!?,1
3358,বান্দির পুলা। তোর মুচ দেখলেই বমি আসে,1
3359,হাউয়ার পো তুই কি মানুষ হবি না???,1
3360,এ খান্কি পাব্লিক হাগু করে যে পেজে তুই জাতীয় জিনিস আপ্লোড করে বহুত অপমান করলি,1
3361,"চুতমারানির পোলা, দেশের মানসম্মান হোগা মাইরা দিলি।",1
3362,মুনডা চায় হোলের বাড়ি দিয়ে তোর মুখ টা সোজা করে দিই.....,1
3363,তোর পাছার ফুটা এতো বড়???কস কি???,1
3364,"তোর চেহারাটা দেখতে ঢাকনাবিহিন ম্যানহোলের ভিতরের পচা গুয়ের মত,,, হালা ভোক্সোদ.... তুই অাস্ত বাইঞ্চুদ....",1
3365,খানকির পোলা বড়দিনের শুরুতেই মাগিবাজি শুরু করেছে। বাইনটোস্ট মরিস না কেনো।,1
3366,"পোডার পু পোডা তুই এমন কেরে রে তোরে কুত্তা দিয়া দুচিয়ে তোর সুনা আর তোর বিচি কান্দো উঠাই দেওনের কাম
মাদারি শালা হনুমানের বাচ্চা
দিনটাই খারাপ কইরা দিলি আজকা উল্টা-পাল্টা কিছু হলে তোরে পুটকি দিয়া বাশ ঢুকাইয়া খাড়া করাই দিমু",1
3367,"আসলেই আরিপ্পা বাইঞ্চুদ একটা ইনোসেন্ট পোলা
যারা এই বেহেঞ্চুদের বিরোধীতা করে তারা উরুগুয়ের সাপোর্টারস",1
3368,আর্জেন্টিনা জিতসে তাই মন টা আজ অনেক খুশি কিন্তু হালা তর পাডার পু পাডা মুখ দেইখা মন টা নস্ট হয়ে গেছে,1
3369,হালার পোলারে দেখলেই মেজাজ খারাপ হইয়া যায়। ছেসরা টাইপের চেহারা। মাগি কত্তগুলাকে কোত্থেকে ভাড়া করে কে যানি শুধু ছবি তোলার জন্য। যা আনলাইক দিলাম,1
3370,"খানকির পোলা এখানে মূর্তির মত দাঁড়ায় না থেকে তাবিজ্জারে তোর পাছাটা আবার দিয়ে আয়,তোরে এখান্না রামঠাপ দেক!!",1
3371," তর হোগার উপর একটা ঠাডা পরলেই কালকে ওরা নতুন একটা নিউজ ছাপাতে পারবে ""হেগায় ঠাডা পরে নিহত আরিপ পাডা",1
3372,"তোর পিছের অই বাগানের বাশের বেড়া টা তোর হোগার ভিত্রে হান্দাইয়া দিতে পারতাম তাহলে অনেক ভালো লাগতো।
চোদানির পোলা তুই বুলু হোইল খেইল্লা মরতে পারছ না।",1
3373,"তোরে আচ্ছা মতো সিরিজ কাগজ দিয়া ডলতাম পারতাম , তাহলে মনে শান্তি পাইতাম ।",1
3374,"পিছনের কঞ্চিগুলা খুইল্লা তোর গুয়া দিয়া দে হালা দামড়ার ঘরের দামড়া।
",1
3375,হিরুন্চি,1
3376,ইসঃ কার যে কুত্তা বান্ধা চেইনটা চু‌রি কর‌ছে,1
3377,তর এই তালি পরা তেনা পরার শখ বুজি যাইবো না মাদারচুদ। ভবের পিডান পিডাইতে পারতাম তরে।,1
3378,কিরে চোদানি কেমন আসোস,1
3379,চার্জোন ঢাকাই খাঙ্কী ভূস্কি পতিতা খদ্দের যোগাড়ের প্রত্যাশায় ফেসবুকে বিজ্ঞাপন দিচ্ছে,1
3380,"হালা বান্দির বাচ্ছা তোর মা বাপরে কে বলছিল এই নাম রাখতে? মাদারচোত তারাতারি নাম পরিবর্তন কর, না হলে ভিডিও না তোরে দিয়া ন্যাপকিনের বিজ্ঞাপন বানামু।",1
3381,লেসবিয়ান গুলান সব একসাথে,1
3382,হিজরার মত লুক দিছে,1
3383,"বেলুন দূর্ঘটনায় জন্ম নেয়া শিশু দের গালি দিতে
নেই আসুন সবাই সহানুভূতি দেখাই",1
3384,হাউয়ার পোলা এগুলা কারা রে?,1
3385,মাগিবাজ,1
3386,ওর নুনুর রগটা কেটে দিক ।।,1
3387,হাউয়ার পোলা ডিউটি তে আইছিলাম।তোর চটি মার্কা পুতি দেখে ডিউটি  করে দিলাম। আজকে সুধু কমেন্ট পরুম।,1
3388,"চুদনার পুত নববর্ষের শুবেচ্ছা জানাইচস বালা কথা কিন্তু আজকের দিনের জন্য হলেও তো মাগি চুদা বন্ধ রাখতে পারতি,,,,কিন্তু তুই হালা মাগিবাজ আরেক নয়া মাগিরে নিয়া আসচস নববর্ষের শুভেচ্চা জানাইতে, ,, হেডারপোলা বছরের প্রথম দিন এমন করবি জানলে তোর এই সাউয়্য়ার পেইজের ধারে কাছে ও আসতাম না",1
3389," হালারপুত দিলি তো বছরটারে খারাপ কইরা, তোর এই খোমা দেখার লগে লগে আমার মোবাইলটা হাত থাইকা মাটিতে পইড়া গেল, তুই একটা কুফা তোর উইশের কারণে না জানি আমার বছরটা খারাপই যায়। হালারপুত তুই এই উইশ করার আগে মরলি না কেন",1
3390,"নাকের নিচে বাল,তুই এক আবাল!",1
3391,পজিশন টা কষ্টকাঠিন্যের রুগি ...যেন শক্ত হাগা বের কারর জোর চেষ্টা....তিনি মাগি পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল ..প্যামপাস প্যাড সেরেনার এ্যাড,1
3392,তুই আমার নাম টার ইজ্জত রাখলি না মাদারটোস্ট,1
3393," অয় ভাই,লজ্জাবতী লতা_____ হেতেরে গে দিয়া চুম্মা।",1
3394,চুত্মারানীর পোলা সকাল ডারেই গোয়া মাইরা দিল।,1
3395,ছায়া বেলাওজ পরে হুতে পরেছে মাগী আরিপ ।,1
3396,"লেডিস আরিফের আগমন, 
পিছে হোগা সামনে ধন।",1
3397,"কিরে খানকির ছেলে,, তোরে চুদে শোয়াইয়া রাখছে ক্যাডায়",1
3398,মনে কয় তোর পাচা বরাবর একটা লাথি মারি,1
3399,"খানকির পুলা , মাগীর পুলা , সকাল টা নস্ট করছে।",1
3400,মাগিটা কি পর্নপিক আপ চুদায়রে,1
3401,দিনটা কুফা বানাইয়া দিলি রে আরিপ্পা,1
3402,আই মাগি,1
3403,অই লেডিস হিজ্রা শালী তোর হেডা দেয়া যায়,1
3404,তোর আগা মোটা গোড়া চিকন লিঙ্গ কাইটা পেছনে সুপারগুলু দিয়ে লাগাইয়া দিমু.....,1
3405,"ওরে ভুচকির পো, মান্দারীর পো",1
3406,তোরে কাওরানবাজার মোড়ে ফেলে ছোলা কুত্তা দিয়ে দোচাবো কইয়ে দিলাম,1
3407,তুই  একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল প্যামপাস প্যাড সেরেনার এ্যাড,1
3408,একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল প্যামপাস প্যাড সেরেনার এ্যাড,1
3409,"
, , ,  , কালা জাইঙ্গা , ",1
3410,"শালা,পুটকি চুদি",1
3411,মদন,1
3412,মদনকুমার,1
3413,মদখর,1
3414,গাঞ্জাখোর,1
3415,গাঞ্জাঢুকা,1
3416,ভাগামোটা,1
3417,পাছামোটা,1
3418,মোটা ভাগা,1
3419,ধনের আগা মোটা,1
3420,জারজ,1
3421,গারদ,1
3422,হাবলা,1
3423,কেবলা,1
3424,হাব্ব্র,1
3425,হাব্বর বদ,1
3426,ভুস্কি মাগির পোলা!,1
3427,ঘরোয়া বেশ্যা,1
3428,সেলফি বেশ্যা,1
3429,বদমাইশ,1
3430,লম্পট,1
3431,পাগলু,1
3432,"পাগলার বাচ্চা,  , , 
, ,,  , ,  ,
, ,  ,, ,  , ",1
3433,হাউয়া পাগল,1
3434,পাগস,1
3435,"পাগো,",1
3436,টিক টিকির ডিম,1
3437,মুরগীর বাচ্চা,1
3438,মুরগীর পুত,1
3439,পেট ছে,1
3440,পর্ণ পাগল,1
3441,মাগির দালাল,1
3442,শালার বাচ্চা,1
3443,ভেনডি মাগী,1
3444,ভেনডি মাগির পুত,1
3445,হালার পর হালা,1
3446,অবৈধ বাচ্চা,1
3447,কুত্তার দালাল,1
3448,"টেরা মাগী ,
",1
3449,বাস্টার্ড,1
3450,ফাকার,1
3451,ফাকির,1
3452,লুইচ্ছা,1
3453,গুয়ার ভিতরে ভইড়া দিমু,1
3454,গুয়া চাটা,1
3455,গুয়া চাটা পোলা,1
3456,বুড়ি মাগি,1
3457,বান্দির পো,1
3458,পেটমোটা,1
3459,ভুঁড়িয়ালা,1
3460,কুত্তা,1
3461,"কুত্তার বাচ্চা, ?  ",1
3462,শুয়োরের বাচ্চা,1
3463,অজাতের বাচ্চা অজাত,1
3464,তোরে শুক্রবারে পিক দিতে কয় কেডা,1
3465,বারাভাদাইম্মা,1
3466,কইল্লাকচর,1
3467,খাঙ্কি,1
3468,খাঙ্কিমাগি,1
3469,একবীচী,1
3470,হারামজাদা হারামি,1
3471,বগা,1
3472,ঘোড়া,1
3473,বূড়ূজ,1
3474,লাটিম পাগল,1
3475,কাইটটা,1
3476,কাইটটা লাউয়া,1
3477,লাটু,1
3478,ভুত চুদা,1
3479,বেগুনচুদা,1
3480,পাকসেনা চুদা,1
3481,পাকসেনার চুদা খাইয়ে,1
3482,রসুন চুদা,1
3483,লাল কনডম,1
3484,"আবাল,",1
3485,"লাটাই,হাওয়া হাওয়ার পো",1
3486,নর্দমার মাগি চদা,1
3487,"লাটাই,হাওয়া হাওয়ার পো,",1
3488,ড্রেনের পিচেট,1
3489,"মগা,",1
3490,শুয়োরের বাচ্চা,1
3491,হারামির বাচ্চা,1
3492,নাটকির পো,1
3493,চুতমারানি,1
3494,খাঙ্কিরপোলা,1
3495,হারামির বাচ্চা,1
3496,চোদনা,1
3497,তর মায়রে বাপ,1
3498," মাঙ্গির পুত
",1
3499,হারামির বাচ্চা,1
3500,বূড়ূজ,1
3501,হারামির বাচ্চা,1
3502,হুমুন্দির পুত,1
3503,ল্যাউড়ার পুত,1
3504,.হাউয়ার পো,1
3505,চুদানির পো,1
3506,ভুদার বেটা,1
3507,লটির পো,1
3508,লটির বেটা,1
3509,লটির বেটা,1
3510,লটির বেটা,1
3511,ঠ্যাঁঙ কাইট্টা পুটকি দা ভইরা দুম,1
3512,হালা ল্যাওড়া চোদা,1
3513,বানচোত,1
3514,কুত্তাচোদা,1
3515,তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,1
3516,বালি দিয়া চুদমু তরে খাঙ্কি মাগী,1
3517,বালের রয়েল বেঙ্গল উকুন,1
3518,তোর হউরিরে ডিগবাজী,1
3519,আল বদর,1
3520,তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় দিমু,1
3521,বাল ফালায়া খালে নামানো,1
3522,বাল ফালায়া আটিঁ বান্ধা,1
3523,গোলাম আযম,1
3524,চতুরচোর,1
3525,বাপের আগে বাল ফালায়,1
3526,ভোদাই,1
3527,ভোদার বাল,1
3528,বাল ছাল,1
3529,ধোনের বাল,1
3530,ধোন,1
3531,নটি মাগি,1
3532,নটি মাগির পোলা,1
3533,নটি মাগির ঝি,1
3534,গুদের বাল,1
3535,মাগিবাজ,1
3536,বেশ্যা মাগী,1
3537,বাল ফালাইয়া আটি বান,1
3538,ভৈরব মাগী,1
3539,গাড় মারা খা,1
3540,মাঙ্গের পোলা,1
3541,মাঙ্গের নাতি,1
3542,চুদনা মাগী,1
3543,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু,1
3544,চুতমারানীর পোলা,1
3545,.ল্যাদানী,1
3546,হোলচাটা,1
3547,হোলচাটা,1
3548,১ ইঞ্চি,1
3549,মুজাহিদের বউ,1
3550,গো আর জুতা,1
3551,কুত্তার হোল,1
3552,হোল টাইনা পুকটিতে ভর,1
3553,আবাল চোদা,1
3554,খবিশ চোদা,1
3555,তর ভোদায় বিলাই হ্যাচড়া,1
3556,তর মার ভোদায় পাব্লিক টয়লেট,1
3557,তর বাপপের হোল তর বউয়ের ভোদাতে,1
3558,র মায়ের ঐখানে বিছাতু পাতা,1
3559,হিটলার এর নাতই পুতিন এর থন ছুস,1
3560,হালদা নদী তোর মা,1
3561,বিএসএফ চদা,1
3562,মজবাশার,1
3563,তোগোরে ফাসিতে লটকাইয়া চুদমু,1
3564,তোগোর ধোন টাইনা তোগোর পিছন দিয়া ঢুকামু,1
3565,জং ধরা লোহা দিয়া পাকিস্তানের মানচিত্র বানাই্য়া তোদের পিছন দিয়া ঢুকামু,1
3566,তর মায়ের ভোদা বোম্বাই মরিচ দিয়া চুদামু।,1
3567,"তর হোগায় ইনপুট, তর মায়ের ভোদায় আউটপুট",1
3568,তর বাপের পুটকির ফুটা দিয়া কাডল ঢুকামু,1
3569,নিজামীর গোয়ার কৃমি,1
3570,তর বাপের ধন দিয়া ডাংগুলি খেলুম,1
3571,বাপের বিচি বেইচা কটকটি খামু,1
3572,তর বৌয়ের ভোদায় মাগুর মাছ চাষ করুম,1
3573,তোর বাপে তোর নানা,1
3574,তোর বইয়ের মুসলমানি দিমু,1
3575,পিছন দিয়া ঢুকামু,1
3576,তোর বাপ গাইড়্যা,1
3577,তোর নাকে হাইগ্যা দিমু,1
3578,কুত্তার পুকটি চাটামু,1
3579,জং ধরা লোহা দিমু,1
3580,মাসিকের ত্যানা,1
3581,তোর নাকে হাইগ্যা দিমু,1
3582,তর মায়ের ভোদা ছিল্লা লবণ লাগায় দিমু,1
3583,ফাটা কন্ডমের ফসল,1
3584,তর বাপের বিচি বেইচা কটকটি খামু,1
3585,তর মায়ের ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু,1
3586,তর ধন দিয়া মাটি খুড়ুম,1
3587,হাতির ল্যাওড়া দিয়া তর মায়েরে চুদুম,1
3588,তর বাপের হোগা দিয়া ট্রেন ভইরা দিমু,1
3589,পাকিস্তানি,1
3590,শিবির,1
3591,"মাংগির পুলা ,, কেংগারু এবা করস কেন, ভাইই রে তর দুইডা পাও ধরি এইভাবে মানুষিক টরচার করিছনা
 বাংলাদেশ টার নাম আর পচাইছনা",1
3592,তুইই কি মানুষ,1
3593,"কেংগারু মাংগির এবা করস কেন,",1
3594,কেংগারু মাংগির,1
3595,এবা করস কেন মাংগির,1
3596,ভাইই রে তর মাংগির,1
3597,মানুষিক টরচার,1
3598,বাংলাদেশ টার নাম আর পচাইছনা,1
3599,পচাইছনা,1
3600,ভাইই রে তর দুইডা পাও ধরি,1
3601,এইভাবে মানুষিক টরচার করিছনা,1
3602,"নিগ্রো ,
,  ,  , , ,  ,  , ,  ,
,, , , , ,  , ,
, ,, , টেরা , সাউয়া ,হাউয়া ,  ,  ,",1
3603,"কুত্তা,ভেরুশ ",1
3604,মোটা ভাগা,1
3605,মটকী,1
3606,ফাক,1
3607,সান অফ বিচ,1
3608,বাস্টার্ড,1
3609,নন সেন্স,1
3610,"বলদ ,",1
3611,গাভি কোথাকার,1
3612,"ঘাঘু,চাংগা",1
3613,"মাংগী,",1
3614," কিপটা,ফকির",1
3615,লোভী,1
3616,কালাসনা,1
3617,গণ্ডার,1
3618,কালা,1
3619,মিছকা শয়তান,1
3620,স্টুপিড,1
3621," কালা , রাস্কেল",1
3622,"ননসেন্স, ইডিয়ট",1
3623,বাটফাকার,1
3624,"ফকিরনি,",1
3625," দুষ্টু,",1
3626,সাউয়ার পো,1
3627,হাউয়ার পোলা,1
3628,গনোরিয়া বেটি,1
3629,গণ্ডার পাগল,1
3630,"টেরা মাগী ,
",1
3631,টেরা চোদা,1
3632,বুদাই,1
3633,বিচ চোদা,1
3634,কোন উজবুকের বাচ্চারা এই সিস্টেম বানায় জানতে ইচ্ছা করে,1
3635,"আপনার মতো ভিসির নিচে হাত দিয়ে দেখা উচিত বিচি আছে কিনা!! দালালি গোলামীর নির্লিপ্ততার জন্য উদাহরন হয়ে থাকবেন। 
ভবিষ্যত প্রজন্ম আপনার নাম নিয়ে থুতু নিক্ষেপ করে তাদের ঘৃণার বর্হিপ্রকাশ ঘটাবে।",1
3636,তুর জম্মে বহু পুরুষের বির্য আছে সেটা তুর গবেষণায় প্রমানিত! হালা কি রাত কানা নাকি দিন কানা বুজতে পারছি না!তুরা তো চুখ থাকতে অন্ধ! যারা হাতুড়ি ও বিভিন্ন অস্ত্র দিয়ে দিনদুপুরে প্রকাশ্য হায়নার মত নিরিহ ছাএদের উপর ঝাপিয়ে পড়ে ওরা সন্ত্রাসী না!! যারা হামলার শিকার ওরা সন্ত্রাসী!!,1
3637,বুড়ো হয়েছেন গাজা বেছে খেতে পারেন না। ভুলক্রমে বিচি সহ গাজা খেয়ে ফেলেন যার কারনে ভুলভাল বলে ফেলেন।বেপার না।নেক্স টাইম কাউকে সাথে রাখবেন গাজা যাতে বেছে দেয়,1
3638,অই লেডিস হিজ্রা শালী তোর হেডা দেয়া যায়,1
3639,অবশেষে আরিফ খানকি সফল ভাবে পোন্দানোর পর একটা সেলফি,1
3640,তাবিজের পুটকির মদ্ধে টোস বিস্কুট চুবাইয়া খা তুই ও তাবিজ আরিপ হইয়া যাবি।,1
3641,"পান পাতা জোড়া জোড়া।
ভচ মারবে আজ আরিপের হোগা.",1
3642,"তর সব পোস্টে আমার কমেন্ট ১ টাই, তুই প্রতিবন্ধী।",1
3643,দূরে গিয়ে মর মাদারটোষ্ট,1
3644,গোয়া মারছে রে,1
3645,টোকাইগো নয়নের মনি,1
3646,"তর হোগায় লাথ্থি মারতে ইচ্ছা করতাছে,
বান্দি,পোদ মারানি,হোগা মারানি,হিজরা।
সকালটাই নষ্ট হইয়া গেল তরে দেইখা।",1
3647,"তুই যে ড্রেস আপ করছো, এক্কালে তৃতীয় লিঙ্গের লাহান দেহায়। ওরে পাঠার পো, কালির আচর যে তোর মধ্যে নাই, হ্যা দেখলেই বোঝা যায়",1
3648,পাদের গন্ধ আসতাছে রে পটু থিকা,1
3649,কিসের শুট্যিং রে কনডমের নাকি চুলকানির মলম এর ??,1
3650,এই ফটো তে দেখা যাচ্চে এক আবাল ও এক কাঙালি চোখে চোখে কথা বলছে,1
3651,"নাটকির পো, এভাবে চেগাইসনা, মাইয়াটা তোরে খাইয়া ছাইড়া দিব তো।",1
3652,"ভেল্কি লাগাইদে, ভাই
",1
3653,ওরে পাঠার পো পাঠা।,1
3654,"আপু আমি কিন্তুু ভার্সিটি স্টুডেন্ট না.... খারাপ কমেন্ট করমুই
চইত মাসের কুত্তার মত রাস্তাঘাটে বাসর.... ২ জন ২ জনকে ভাল ভাবে পুন মারিও",1
3655,চোদনা তোরে লঞ্চে উঠাইছে কে? তোরে তো লঞ্চের পেছনে দড়ি দেয়া বাইন্ধা আনার কথা!,1
3656,তোর এই ক্ষেত মার্কা আড়া হোন্দা স্টাইলের ছবি দেখতে দেখতে চোখেও ঠোয়া উডি গেছে,1
3657,"আল্লায় যে তরে ক্যান মানুষ বানাইলো,মানুষ না বানাইয়া খাট বানাইলেই পারতো,তহন দেখা যাইতো মানুষ খাটরেও পুন মারতাসে তর লাইগা",1
3658,মেয়েটার ডায়রিয়া। তাই হাগু করতে করতে কমোডের উপ্রেই ঘুমিয়ে পড়েছে,1
3659,"মেয়ে মানুশের সেন্ডেল পরছিস আরিপ্পা তাই আজ শাস্তি হিশেবে "" তর বিচি কেটে দেয়া হোক""",1
3660,"তোর এই ছবি দেখার পর আমার হোগামারা খাওয়া হইয়া গ্যাছে
আর খামু না",1
3661,আমার বাল গু খায়া মর গিয়ে,1
3662,"ভক্সদ, আশেপাশে কী কোনো টয়লেট আছে? হাইগা ফেলবি তো!",1
3663,ফোয়োরন্নির পুতের ভাব দেকছোস... হোগা ডা উসল্লায়া আছে,1
3664,এইটা আবার কোন চুতমারানি,1
3665,ভোদাইয়ের পেটে মানুষের বাচ্চা।।দেখুন ভিডিওসহ।,1
3666,অবৈধ বাবা মায়ের অবৈধ সন্তান তোরা।,1
3667,তোর কোলে বসাইয়া মাগিটার পুটকি মারুম আরিপ্পা,1
3668,হ্লা ফহিন্নি এক স্টাইলে আর কতদিন কুপাইবি..!!,1
3669,"একটা একটা ডিল্ডো ধর
ধইরা আরিফের হোগায় ভর",1
3670,পুরা চুতমারানির মত লাগেরে।,1
3671,মাদারছুদ তরে কি যে কমু,1
3672,"কিরে কাতি মাসে কুত্তা ফাগল হয়,তুই ফাগল হইলি কোন মাসে",1
3673,"বান্দির পুতে ঘড়ি দেখতাছে আর ভাবতাছে তাবিজ ফারুক এখনো আহে না কে,পুটকি মারতে ",1
3674,গাঞ্জা খাইয়া খাইয়া তো কোমরডারে নায়িকা শিল্পা শেঠীর কোমরের লাহান স্লিম বানাইছস!!,1
3675,তুরে কুত্তাই চুদছে নাকি চ্যাজ্ঞাইয়া আছস কেন??,1
3676,"ভক্সদ, আশেপাশে কী কোনো টয়লেট আছে? হাইগা ফেলবি তো!",1
3677,তোরে জুতা দিয়া পিডামো,1
3678,বাইঞ্চোদ.. দিলি সকাল সকাল মুড টা খারাপ কইরা,1
3679,"ভাই, কারো কাছে চিকন পিনের চারজার আছে??

এই হালার পুটকিতে দিতাম",1
3680,চুদির পোলার ভাল্লুক মার্কা ভাব,1
3681,হাগু মারকা স্টাইল,1
3682,এটা কোন জাতের আবাল আইলো আমি কিছু বুজতাছি না। দেশে এতো মানুষ টাডা খাই। আল্লাহ তোরে দেখে না।,1
3683,মদন কুমার,1
3684,হালায় পোদানি খাইয়া নতুন ঘড়ি পাইসে মোনে হয়,1
3685,এটা কোন জাতের আবাল আইলো আমি কিছু বুজতাছি না। দেশে এতো মানুষ টাডা খাই। আল্লাহ তোরে দেখে না।,1
3686,আমি মাগির পুলা দেখেছি....অনেক অযত্নে অব হেলায় বড় হয়......রাস্তার ধারে ফুটপাতে জন্ম নেয়া গ্রামের ছেলেকে বড় হতে দেখেছি....প্রেমিক প্রেমিকার কুকর্মের ফসল পিতৃ পরিচয় ছাড়া বড় হওয়া ছেলে কে দেখেছি....ধর্ষিতার সন্তানকে দেখেছি............ আমার কেণোজানিনা মনে হচ্চে এদের মধ্যে তুইই একজন.....তরে কুত্তা দিয়া ২৯ মিনিট আর গরু দিয়া ৮মিনিট ১৯ সেকেন্ড পুটকি মারাইয়া ডাস্টবিন এ ফালাইতে মন চাইতাছে....আহ!!!,1
3687,"তুই হালা আসলেই একটা মাগী:-
আমরা সবাই তোর মুখে হাগি:-",1
3688,"তাবিজে হোগা মাইরা ওরে পথে বসায় দিসে, এই শোকে অয় কিছু দুঃখের বায়ু ছাইড়া নিলো",1
3689,ডগি স্টাইল,1
3690,তুই কি মনে করস হিরো আলমের মত তুরে ফান করে উপরে উঠাবে । তুরে তো ঠাপ দেওয়া দরকার নটির জামাই ।,1
3691,এই স্টাইল গুলি কইথেকে পাছ রে আরিপ্পা মাগি?,1
3692,ডগি স্টাইল ছেড়ে নতুন পোজ দিচ্ছিস নাকি??এইটার নাম কি???,1
3693,ধুরু মাদারচোদ দিলি কুফা লাগাইয়া,1
3694,এই বাল্ডা এখনো উগান্ডা যায় না কেরে?,1
3695,"ভাউরা,মনডা কয় এই বান্দির পুতের পাছার মধ্যে রড গরম কইরা হান্দায়া দেই,কিন্তু ঠান্ডা দিক টা,যাতে কেউ বাইর না করবার পারে",1
3696,ফাটা কন্ডমের ফসল এমনি হয়,1
3697,হালা ১২০ টাকার সু পরে স্টাইল চুদাস,1
3698,আবাল দ্যা গ্রেট,1
3699,"মাদারি কি গোয়ামার খেয়ে স্টাইল দিল নাকি,,??! """,1
3700,এই একজোড়া জুতা দিয়া আর কতদিন,1
3701,"হ্লার পুত দিলি দিনটাই খারাপ করে,,,",1
3702,ছাগল পুরাই,1
3703,বলদ,1
3704,"চোদনার পোলা তোর নানীর বাল আর দাদীর বাল তোর নানার পুটকির ভিতর এক মাস আবদ্ধ কইরা রাইখা, এক মাস পর পানি দিয়া গোলাইয়া এক গ্লাস কইরা ডেইলি খা",1
3705,খানকির পোলা ফাপর চোদাস?? এইডা তুই? মজা কি তোর পুংগি দিয়া বাইরায় হালা বালহীন মাদারচোদ,1
3706,"চোদনার পোলা,তোর ভাত রান্ধে কোন মারানি",1
